"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"What about if you get beat up by thugs and they disfigure you face? You will not be able to UNLOCK your #iPhone10 

$AAPL #Apple @Apple",FALSE,0,NA,2017-09-12 18:33:43,FALSE,NA,"907673596880965632",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","SgtLRoca",0,FALSE,FALSE,NA,NA
"RT @GerberKawasaki: #Anemoji I LOVE IT! #AppleEvent $AAPL",FALSE,0,NA,2017-09-12 18:33:43,FALSE,NA,"907673593185783808",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JTronca6",2,TRUE,FALSE,NA,NA
"RT @lisahopeking: Bye bye $SNAP, $AAPL eating your AR lunch right about now #AppleEvent https://t.co/ZROAKzrJpI",FALSE,0,NA,2017-09-12 18:33:42,FALSE,NA,"907673592355323904",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ttdfgang",8,TRUE,FALSE,NA,NA
"Well, there you have it, animated poop with a face on it.  $AAPL",FALSE,1,NA,2017-09-12 18:33:41,FALSE,NA,"907673585430474754",NA,"<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","kspinka",0,FALSE,FALSE,NA,NA
"RT @lisahopeking: Bye bye $SNAP, $AAPL eating your AR lunch right about now #AppleEvent https://t.co/ZROAKzrJpI",FALSE,0,NA,2017-09-12 18:33:38,FALSE,NA,"907673574198177792",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jet_genius",8,TRUE,FALSE,NA,NA
"Looks like Wall St doesn't like Face ID or animojis Ì†æÌ¥î $AAPL https://t.co/50hHGKWToT",FALSE,1,NA,2017-09-12 18:33:37,FALSE,NA,"907673568242102272",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter for  iPhone</a>","joseeight",0,FALSE,FALSE,NA,NA
"""Yeah, so $SNAP has literally 0 IP now"" - $AAPL",FALSE,9,NA,2017-09-12 18:33:35,FALSE,NA,"907673563175555074",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MugatuCapital",3,FALSE,FALSE,NA,NA
"Apple's Animojis. Creepy or cool? Also, I would have preferred the term Animaniacs for animated emojis. $AAPL https://t.co/YV6gWfC3SD",FALSE,4,NA,2017-09-12 18:33:34,FALSE,NA,"907673557316128768",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","LaMonicaBuzz",1,FALSE,FALSE,NA,NA
"RT @StockTwits: Here's how $AAPL has been performing over the last

1-month +2.5% 
3-month +8%
YTD +39%
1-year +57%
5-year +66%

https://t.‚Ä¶",FALSE,0,NA,2017-09-12 18:33:34,FALSE,NA,"907673556963745793",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Ms_EClay",25,TRUE,FALSE,NA,NA
"RT @lisahopeking: Bye bye $SNAP, $AAPL eating your AR lunch right about now #AppleEvent https://t.co/ZROAKzrJpI",FALSE,0,NA,2017-09-12 18:33:33,FALSE,NA,"907673551246852097",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","linaforrestal",8,TRUE,FALSE,NA,NA
"$AAPL it messed up!!",FALSE,0,NA,2017-09-12 18:33:29,FALSE,NA,"907673537607028736",NA,"<a href=""http://stocktwits.com"" rel=""nofollow"">StockTwits Web</a>","MarketDeclassd",0,FALSE,FALSE,NA,NA
"$AAPL i dont think steve jobs would have let any1 else talk about their flagship product. cook = meh. this guy talking = meh @Apple",FALSE,0,NA,2017-09-12 18:33:27,FALSE,NA,"907673527867899904",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","w_sofapicige",0,FALSE,FALSE,NA,NA
"Apple Unveils New 'Untethered' iWatch iPhone 8 and iPhone 10 (UPDATED) https://t.co/1jy1EgrQVQ via @ibankcoin4tw $AAPL",FALSE,0,NA,2017-09-12 18:33:24,FALSE,NA,"907673514366394368",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","The_Real_Fly",0,FALSE,FALSE,NA,NA
"$AAPL another homeless dude on stage now",FALSE,0,NA,2017-09-12 18:33:20,FALSE,NA,"907673499707363333",NA,"<a href=""http://stocktwits.com"" rel=""nofollow"">StockTwits Web</a>","NASDboy",0,FALSE,FALSE,NA,NA
"$AAPL bouncing off Animoji announcement! LoL",FALSE,0,NA,2017-09-12 18:33:20,FALSE,NA,"907673499283554304",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Punisher_Trades",0,FALSE,FALSE,NA,NA
"RT @Instaya: $AAPL Apple may fall to $90 $SNE #Sony has more upside $75 brand Sony Playstation #IP #IoT #AI #VR https://t.co/s5H1y12yQU #De‚Ä¶",FALSE,0,NA,2017-09-12 18:33:19,FALSE,NA,"907673495366197248",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Instaya",1,TRUE,FALSE,NA,NA
"If millennials invested in $AAPL as much as other generations, #iPhoneX's Animoji feature would've sent the stock soaring... #AppleEvent",FALSE,0,NA,2017-09-12 18:33:12,FALSE,NA,"907673466656129024",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Amir_G_Beshay",0,FALSE,FALSE,NA,NA
"$aapl cant wait to see everyone making faces at their phone while walking in the middle of a road",FALSE,0,NA,2017-09-12 18:33:11,FALSE,NA,"907673460415123456",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","_JP_34",1,FALSE,FALSE,NA,NA
"RT @FoxBusiness: Apple controls 41.3% of the global smartphone market $AAPL #AppleEvent2017 https://t.co/rUBEIGtHOG",FALSE,0,NA,2017-09-12 18:33:05,FALSE,NA,"907673436843122688",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","epicjaroslav",15,TRUE,FALSE,NA,NA
"#Anemoji I LOVE IT! #AppleEvent $AAPL",FALSE,3,NA,2017-09-12 18:32:57,FALSE,NA,"907673402227400705",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","GerberKawasaki",2,FALSE,FALSE,NA,NA
"An animated pile of shit?!?!?
$AAPL is going over a trillion, y''all!",FALSE,1,NA,2017-09-12 18:32:50,FALSE,NA,"907673374301851649",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","ThorntonMcEnery",0,FALSE,FALSE,NA,NA
"#iPhoneX #AniMoji I am sold!!!#AppleEvent $AAPL",FALSE,0,NA,2017-09-12 18:32:42,FALSE,NA,"907673337584771072",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RobertJLuna",0,FALSE,FALSE,NA,NA
"$AAPL top is in lol",FALSE,1,NA,2017-09-12 18:32:39,FALSE,NA,"907673327828746240",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ElDogeSeeker",0,FALSE,FALSE,NA,NA
"RT @Stockdog101: @JohnLegere what do you think about my new IPhone X? $AAPL $FB $TWTR $AMZN $TSLA $GPRO $F $TMUS $DIS $WB $BABA $WUBA $WDC‚Ä¶",FALSE,0,NA,2017-09-12 18:32:39,FALSE,NA,"907673326746664966",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Stockdog101",1,TRUE,FALSE,NA,NA
"$AAPL

Sell. The. News.",FALSE,1,NA,2017-09-12 18:32:38,FALSE,NA,"907673324242837504",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Ryandaniel78",0,FALSE,FALSE,NA,NA
"$aapl literally all of this including the animoji crap leaked b4 this event.",FALSE,0,NA,2017-09-12 18:32:37,FALSE,NA,"907673319541014528",NA,"<a href=""http://stocktwits.com"" rel=""nofollow"">StockTwits Web</a>","Trading4_Living",0,FALSE,FALSE,NA,NA
"$AAPL okay.  I ain't gonna lie; I like animated emojis",FALSE,0,NA,2017-09-12 18:32:37,FALSE,NA,"907673318077149190",NA,"<a href=""http://stocktwits.com"" rel=""nofollow"">StockTwits Web</a>","MarketDeclassd",0,FALSE,FALSE,NA,NA
"Nothing we didn't know about from $AAPL yet and the stock is selling the news after buying the rumor.",FALSE,0,NA,2017-09-12 18:32:34,FALSE,NA,"907673305477521409",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","iTraderz",0,FALSE,FALSE,NA,NA
"#Apple's new Michigan Ave flagship store opening next month in #Chicago. iPhone X $AAPL https://t.co/HoONOGXDSw",FALSE,0,NA,2017-09-12 18:32:31,FALSE,NA,"907673294928838658",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","PekalaLaw",0,FALSE,FALSE,NA,NA
"RT @lisahopeking: Bye bye $SNAP, $AAPL eating your AR lunch right about now #AppleEvent https://t.co/ZROAKzrJpI",FALSE,0,NA,2017-09-12 18:32:31,FALSE,NA,"907673292412276736",NA,"<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","EricAlan",8,TRUE,FALSE,NA,NA
"RT @RampCapitalLLC: Only a few years away $AAPL https://t.co/P77V5EbxMS",FALSE,0,NA,2017-09-12 18:32:31,FALSE,NA,"907673292194172929",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","AngruniKota",25,TRUE,FALSE,NA,NA
"Waiting for all the iPhone X Face ID won't work in China jokes $aapl #apple #iphonex #iphone8 https://t.co/rtEWLqKtmM",FALSE,1,NA,2017-09-12 18:32:20,FALSE,NA,"907673246610333697",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","robmanovich",0,FALSE,FALSE,NA,NA
"RT @lisahopeking: Bye bye $SNAP, $AAPL eating your AR lunch right about now #AppleEvent https://t.co/ZROAKzrJpI",FALSE,0,NA,2017-09-12 18:32:15,FALSE,NA,"907673226385522688",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","cheddar",8,TRUE,FALSE,NA,NA
"RT @JeffMacke: It‚Äôs a phone WITH A CAMERA! Just take my money. Take it! takeittakeittakeittakeit! $AAPL https://t.co/Wpd9uaFydf",FALSE,0,NA,2017-09-12 18:32:15,FALSE,NA,"907673224120594432",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","GreenMonsterah",4,TRUE,FALSE,NA,NA
"iPhone preorders start 9/15 (vs 9/9 last yr) and launch 9/22 (vs 9/16 last yr). $AAPL",FALSE,1,NA,2017-09-12 18:32:06,FALSE,NA,"907673189379063808",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","WaltBTIG",1,FALSE,FALSE,NA,NA
"Short programs benefiting quite a bit now. $AAPL https://t.co/Rsd2J0dGCa",FALSE,0,NA,2017-09-12 18:32:03,FALSE,NA,"907673177379160064",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Breaking_Source",0,FALSE,FALSE,NA,NA
"$SNAP did not like the $AAPL news",FALSE,0,NA,2017-09-12 18:32:03,FALSE,NA,"907673174753542147",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Doobcox680",0,FALSE,FALSE,NA,NA
"Bye bye $SNAP, $AAPL eating your AR lunch right about now #AppleEvent https://t.co/ZROAKzrJpI",FALSE,29,NA,2017-09-12 18:32:03,FALSE,NA,"907673174250160128",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","lisahopeking",8,FALSE,FALSE,NA,NA
"RT @tastytrade: Katie's Trade of the Week is an $AAPL Binary Strangle: https://t.co/sg17JzUz9n https://t.co/CZmBJK5BMe",FALSE,0,NA,2017-09-12 18:31:58,FALSE,NA,"907673153283002370",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","FT77",3,TRUE,FALSE,NA,NA
"RT @i_Know_First: Apple Stock Forecast: A $1,000 iPhone X From Apple Will Find Many Eager Buyers https://t.co/3u47mRnlrx      $AAPL #FINTEC‚Ä¶",FALSE,0,NA,2017-09-12 18:31:56,FALSE,NA,"907673145670340608",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","GaryThomson14",8,TRUE,FALSE,NA,NA
"Way to go $aapl- now that random guy u keep asking ""is this you"" in pics, can open my phone.... Ì†æÌ¥£Ì†æÌ¥£Ì†æÌ¥£",FALSE,1,NA,2017-09-12 18:31:56,FALSE,NA,"907673144630149120",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","lockingprofits",0,FALSE,FALSE,NA,NA
"Schiller says if you have an identical twin, use a passcode.  $AAPL... Bosco it is then!",FALSE,1,NA,2017-09-12 18:31:48,FALSE,NA,"907673113504120832",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","jamielissette",0,FALSE,FALSE,NA,NA
"$AAPL solution solved the biggest obstacle in AR mkt development.",FALSE,0,NA,2017-09-12 18:31:45,FALSE,NA,"907673100866564096",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tomasleexyz",0,FALSE,FALSE,NA,NA
"$AAPL The iphone galaxy S8 X reveal sentiment is very underwhleming",FALSE,0,NA,2017-09-12 18:31:44,FALSE,NA,"907673097561657345",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SWIMKILLS",0,FALSE,FALSE,NA,NA
"RT @BobPisani: Apple iPhone X has facial recognition to unlock the phone.  Biometrics for identification more relevant after Equifax $EFX b‚Ä¶",FALSE,0,NA,2017-09-12 18:31:42,FALSE,NA,"907673085871976448",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RaulAGuerrero",6,TRUE,FALSE,NA,NA
"$AAPL New nickname lets call it the iPhone X PENSIVE",FALSE,2,NA,2017-09-12 18:31:38,FALSE,NA,"907673071858978817",NA,"<a href=""http://stocktwits.com"" rel=""nofollow"">StockTwits Web</a>","StevePTrading",0,FALSE,FALSE,NA,NA
"RT @option_snipper: Wow!! Locked 70% positions at 4.5 from 2.6 $aapl sep15 160c https://t.co/S0mjqrH75J",FALSE,0,NA,2017-09-12 18:31:33,FALSE,NA,"907673049180372993",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","andrewd173",1,TRUE,FALSE,NA,NA
"$AAPL releases #FaceID https://t.co/bo6DGcEQPt",FALSE,0,NA,2017-09-12 18:31:33,FALSE,NA,"907673048547020800",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","idea2go",0,FALSE,FALSE,NA,NA
"RT @ReutersBiz: JUST IN: $AAPL shares pare gains in volatile afternoon trade, last up 0.2 percent",FALSE,0,NA,2017-09-12 18:31:32,FALSE,NA,"907673046961606656",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ChrisATXCC",12,TRUE,FALSE,NA,NA
"RT @Mo173y: #iPhone now $aapl #AppleEvent  https://t.co/SzCs1vlDtX",FALSE,0,NA,2017-09-12 18:31:29,FALSE,NA,"907673031560105984",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TFannoush",12,TRUE,FALSE,NA,NA
"@PowerLunch Anyone remember when $AAPL claimed Samsung stole their ugly boxy design?! Apple iPhone X https://t.co/EIT85KEtkC via @variety",FALSE,0,"PowerLunch",2017-09-12 18:31:24,FALSE,NA,"907673014141104129","25360971","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","CoolLoon2",0,FALSE,FALSE,NA,NA
"$AAPL this will test $150 by tomorrow from what I'm reading...",FALSE,0,NA,2017-09-12 18:31:20,FALSE,NA,"907672995577167872",NA,"<a href=""http://stocktwits.com"" rel=""nofollow"">StockTwits Web</a>","MWM76",0,FALSE,FALSE,NA,NA
"RT @Boris: $AAPL stock is almost back to opening price of the day. Don't we like what we see? https://t.co/F9hhKGYJA2 #AppleEvent",FALSE,0,NA,2017-09-12 18:31:19,FALSE,NA,"907672991785517056",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RPISH",1,TRUE,FALSE,NA,NA
"Sad to See The Impatient Selling Off Some $TWTR Now! Oh Well The Patient Investor Gets The BIG $! $AAPL $SNAP $DIS $VRX $AGN $MYL $IBM $AAPL",FALSE,0,NA,2017-09-12 18:31:13,FALSE,NA,"907672966741229573",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","brianfires",0,FALSE,FALSE,NA,NA
"$aapl i dont think steve jobs would have let any1 else talk about their flagship product. cook = meh. this guy talking = meh",FALSE,1,NA,2017-09-12 18:31:09,FALSE,NA,"907672947489492992",NA,"<a href=""http://stocktwits.com"" rel=""nofollow"">StockTwits Web</a>","Trading4_Living",0,FALSE,FALSE,NA,NA
"$AAPL Special Event 2017: Apple launched iPhone 8 and 8 Plus, as upgrades to its iPhone https://t.co/AkYMuZJf5q‚Ä¶ https://t.co/wMcIzRvdaV",FALSE,0,NA,2017-09-12 18:31:06,TRUE,NA,"907672938261897217",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","_AlphaStreet",0,FALSE,FALSE,NA,NA
"$AAPL #FaceId &amp; #Wireless charging great - Notch in top of #iPhoneX #iPhone10 not 

Combined with cust paying full cost hardware raises ?s",FALSE,0,NA,2017-09-12 18:31:02,FALSE,NA,"907672921065316352",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","zerofiltertruth",0,FALSE,FALSE,NA,NA
"Remember when $BRK bought a billion bucks of $AAPL and everyone argued if it was Warren's call or one of his LTs? Seems so silly now.",FALSE,2,NA,2017-09-12 18:31:02,FALSE,NA,"907672920129986562",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SonOfUhGunn",0,FALSE,FALSE,NA,NA
"RT @FoxBusiness: #BreakingNews: Apple reveals the iPhone X $AAPL https://t.co/zlNCwDH21t https://t.co/vkRI7dLG4R",FALSE,0,NA,2017-09-12 18:31:02,FALSE,NA,"907672918569648129",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","epicjaroslav",15,TRUE,FALSE,NA,NA
"UBS AG Reaffirms Buy Rating for Apple Inc. $AAPL https://t.co/NxRnz7zaUX",FALSE,0,NA,2017-09-12 18:30:55,FALSE,NA,"907672889637441536",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","TickerReport",0,FALSE,FALSE,NA,NA
"Both call and put buyers losing as of now. MM collecting premium like crazy. $AAPL",FALSE,1,NA,2017-09-12 18:30:53,FALSE,NA,"907672883429654528",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Breaking_Source",0,FALSE,FALSE,NA,NA
"Face ID. The game has been changed. $aapl",FALSE,0,NA,2017-09-12 18:30:50,FALSE,NA,"907672869659926528",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sailorsfly1",0,FALSE,FALSE,NA,NA
"$AAPL where did those 1 in a million odds for FaceID come from?",FALSE,1,NA,2017-09-12 18:30:44,FALSE,NA,"907672844754210816",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","TrevirN",0,FALSE,FALSE,NA,NA
